caseid,year,age,sex,race
1,1972,23,Female,White
2,1972,70,Male,White
3,1972,48,Female,White
4,1972,27,Female,White
5,1972,61,Female,White
6,1972,26,Male,White
7,1972,28,Male,White
8,1972,27,Male,White
9,1972,21,Female,Black
10,1972,30,Female,Black
11,1972,30,Female,Black
12,1972,56,Male,Black
13,1972,54,Male,Black
14,1972,49,Female,Black
15,1972,41,Male,Black
16,1972,54,Male,Black
17,1972,24,Male,White
18,1972,62,Female,White
19,1972,46,Female,White
20,1972,21,Female,White
21,1972,57,Male,White
22,1972,58,Male,White
23,1972,21,Male,White
24,1972,26,Female,White
25,1972,71,Female,White
26,1972,53,Female,White
27,1972,42,Male,White
28,1972,42,Female,White
29,1972,20,Male,White
30,1972,23,Male,White
31,1972,26,Male,White
32,1972,25,Female,White
33,1972,26,Male,White
34,1972,78,Female,White
35,1972,21,Male,White
36,1972,27,Male,White
37,1972,58,Female,White
38,1972,35,Female,White
39,1972,58,Male,White
40,1972,51,Female,White
41,1972,76,Female,White
42,1972,53,Male,White
43,1972,39,Male,White
44,1972,64,Female,White
45,1972,50,Female,White
46,1972,27,Female,White
47,1972,25,Male,White
48,1972,49,Male,White
49,1972,40,Male,White
50,1972,43,Male,White
51,1972,46,Male,White
52,1972,37,Male,White
53,1972,46,Male,White
54,1972,22,Female,White
55,1972,53,Female,White
56,1972,35,Male,White
57,1972,31,Female,White
58,1972,30,Female,White
59,1972,37,Female,White
60,1972,57,Female,White
61,1972,39,Male,White
62,1972,62,Female,White
63,1972,51,Male,White
64,1972,43,Male,White
65,1972,39,Male,White
66,1972,52,Female,White
67,1972,30,Male,White
68,1972,47,Female,White
69,1972,31,Female,White
70,1972,25,Male,White
71,1972,45,Male,White
72,1972,30,Female,White
73,1972,68,Male,White
74,1972,63,Female,White
75,1972,19,Male,White
76,1972,23,Male,White
77,1972,46,Female,White
78,1972,55,Female,White
79,1972,22,Male,White
80,1972,55,Female,White
81,1972,44,Male,White
82,1972,41,Female,White
83,1972,49,Male,White
84,1972,28,Female,White
85,1972,21,Male,White
86,1972,26,Male,White
87,1972,31,Female,White
88,1972,28,Female,White
89,1972,26,Male,White
90,1972,20,Female,Black
91,1972,25,Male,White
92,1972,57,Female,White
93,1972,58,Female,White
94,1972,54,Male,White
95,1972,35,Female,White
96,1972,40,Male,White
97,1972,57,Male,White
98,1972,64,Female,White
99,1972,34,Male,White
100,1972,25,Female,White
101,1972,28,Male,White
102,1972,41,Male,White
103,1972,36,Female,White
104,1972,31,Male,White
105,1972,45,Male,White
106,1972,74,Female,White
107,1972,64,Female,White
108,1972,23,Female,White
109,1972,27,Female,White
110,1972,42,Male,White
111,1972,47,Male,Black
112,1972,26,Male,Black
113,1972,34,Female,White
114,1972,52,Male,White
115,1972,24,Male,White
116,1972,36,Female,White
117,1972,25,Male,Black
118,1972,46,Female,Black
119,1972,54,Female,Black
120,1972,27,Female,Black
121,1972,20,Female,Black
122,1972,53,Male,Black
123,1972,47,Male,Black
124,1972,70,Male,Black
125,1972,69,Female,White
126,1972,49,Female,White
127,1972,29,Female,White
128,1972,48,Female,White
129,1972,67,Female,White
130,1972,22,Male,White
131,1972,75,Male,White
132,1972,38,Male,White
133,1972,46,Male,White
134,1972,63,Female,White
135,1972,34,Female,White
136,1972,57,Male,White
137,1972,22,Female,White
138,1972,46,Male,White
139,1972,73,Female,White
140,1972,73,Male,White
141,1972,53,Male,White
142,1972,84,Female,White
143,1972,27,Male,White
144,1972,69,Female,White
145,1972,82,Female,White
146,1972,67,Female,White
147,1972,41,Male,White
148,1972,72,Male,White
149,1972,38,Male,White
150,1972,59,Female,White
151,1972,42,Male,White
152,1972,48,Male,White
153,1972,59,Female,White
154,1972,39,Female,White
155,1972,49,Female,White
156,1972,33,Female,White
157,1972,53,Female,White
158,1972,30,Female,White
159,1972,25,Male,White
160,1972,36,Female,White
161,1972,30,Male,White
162,1972,28,Male,White
163,1972,52,Male,White
164,1972,44,Male,White
165,1972,50,Male,White
166,1972,38,Female,White
167,1972,26,Male,White
168,1972,28,Female,White
169,1972,81,Female,White
170,1972,55,Female,White
171,1972,76,Male,White
172,1972,29,Male,White
173,1972,19,Male,White
174,1972,76,Female,White
175,1972,61,Male,White
176,1972,26,Male,White
177,1972,39,Female,White
178,1972,19,Male,White
179,1972,26,Female,White
180,1972,21,Female,White
181,1972,45,Female,Black
182,1972,27,Female,Black
183,1972,76,Male,Black
184,1972,63,Female,Black
185,1972,52,Male,Black
186,1972,65,Male,Black
187,1972,59,Male,Black
188,1972,26,Male,White
189,1972,41,Female,White
190,1972,56,Male,White
191,1972,62,Male,White
192,1972,29,Male,White
193,1972,25,Female,White
194,1972,41,Female,White
195,1972,21,Female,White
196,1972,49,Female,White
197,1972,38,Male,White
198,1972,50,Male,White
199,1972,43,Male,White
200,1972,32,Male,White
201,1972,55,Female,White
202,1972,27,Female,White
203,1972,56,Male,White
204,1972,48,Female,White
205,1972,56,Male,White
206,1972,44,Female,White
207,1972,25,Female,White
208,1972,32,Male,White
209,1972,33,Female,White
210,1972,48,Male,White
211,1972,45,Male,White
212,1972,45,Female,White
213,1972,72,Male,White
214,1972,45,Female,Black
215,1972,70,Female,Black
216,1972,31,Female,Black
217,1972,20,Male,Black
218,1972,22,Female,Black
219,1972,63,Male,Black
220,1972,70,Male,Black
221,1972,68,Male,White
222,1972,43,Female,White
223,1972,53,Female,White
224,1972,44,Female,White
225,1972,37,Female,White
226,1972,55,Male,White
227,1972,52,Male,White
228,1972,64,Male,White
229,1972,NA,Male,White
230,1972,64,Male,White
231,1972,27,Female,White
232,1972,28,Male,White
233,1972,22,Male,White
234,1972,61,Female,White
235,1972,82,Female,White
236,1972,22,Male,White
237,1972,30,Female,White
238,1972,29,Female,White
239,1972,60,Male,White
240,1972,39,Female,White
241,1972,21,Female,White
242,1972,56,Male,White
243,1972,72,Male,White
244,1972,61,Male,White
245,1972,71,Male,White
246,1972,56,Female,White
247,1972,71,Female,White
248,1972,48,Male,White
249,1972,43,Female,White
250,1972,61,Female,White
251,1972,70,Male,White
252,1972,48,Female,White
253,1972,34,Female,White
254,1972,19,Male,White
255,1972,52,Female,White
256,1972,30,Male,White
257,1972,60,Male,White
258,1972,50,Male,White
259,1972,47,Female,White
260,1972,50,Female,White
261,1972,68,Female,White
262,1972,50,Male,White
263,1972,21,Male,White
264,1972,72,Female,White
265,1972,52,Male,White
266,1972,32,Female,White
267,1972,52,Male,White
268,1972,60,Female,White
269,1972,32,Male,Black
270,1972,60,Female,White
271,1972,80,Female,White
272,1972,58,Male,Black
273,1972,36,Female,Black
274,1972,31,Female,Black
275,1972,30,Male,Black
276,1972,63,Male,White
277,1972,34,Male,Black
278,1972,29,Female,White
279,1972,36,Female,White
280,1972,39,Female,White
281,1972,73,Male,White
282,1972,38,Male,White
283,1972,55,Male,White
284,1972,30,Male,White
285,1972,44,Female,White
286,1972,43,Female,White
287,1972,38,Male,White
288,1972,44,Female,White
289,1972,75,Female,White
290,1972,43,Male,White
291,1972,43,Female,White
292,1972,27,Male,White
293,1972,58,Male,White
294,1972,45,Male,White
295,1972,31,Male,White
296,1972,23,Female,White
297,1972,69,Male,White
298,1972,35,Female,White
299,1972,43,Female,White
300,1972,56,Female,White
301,1972,36,Female,Black
302,1972,47,Female,Black
303,1972,29,Male,Black
304,1972,60,Male,Black
305,1972,37,Female,Black
306,1972,20,Male,Black
307,1972,55,Female,Black
308,1972,71,Female,Black
309,1972,30,Male,Black
310,1972,59,Female,Black
311,1972,42,Female,Black
312,1972,55,Female,Black
313,1972,24,Male,Black
314,1972,30,Male,Black
315,1972,70,Male,Black
316,1972,43,Female,Black
317,1972,45,Male,White
318,1972,25,Male,White
319,1972,37,Female,White
320,1972,22,Male,White
321,1972,27,Female,White
322,1972,28,Female,White
323,1972,42,Male,White
324,1972,42,Female,White
325,1972,30,Male,White
326,1972,40,Female,White
327,1972,37,Male,White
328,1972,24,Female,White
329,1972,46,Male,White
330,1972,53,Female,White
331,1972,64,Male,White
332,1972,20,Female,White
333,1972,60,Male,White
334,1972,33,Male,White
335,1972,70,Female,White
336,1972,60,Male,White
337,1972,26,Female,White
338,1972,74,Female,White
339,1972,33,Female,White
340,1972,23,Female,Black
341,1972,19,Male,Black
342,1972,59,Female,Black
343,1972,70,Female,Black
344,1972,52,Male,Black
345,1972,NA,Female,Black
346,1972,75,Male,Black
347,1972,49,Female,White
348,1972,49,Male,White
349,1972,46,Male,White
350,1972,45,Female,White
351,1972,28,Female,White
352,1972,23,Male,White
353,1972,64,Male,White
354,1972,33,Female,Black
355,1972,69,Female,Black
356,1972,72,Male,Black
357,1972,59,Male,Black
358,1972,69,Female,Black
359,1972,58,Female,Black
360,1972,53,Male,Black
361,1972,62,Male,Black
362,1972,58,Male,White
363,1972,32,Female,White
364,1972,58,Female,White
365,1972,70,Female,White
366,1972,69,Male,White
367,1972,36,Male,White
368,1972,47,Male,White
369,1972,31,Male,White
370,1972,81,Female,White
371,1972,24,Male,White
372,1972,51,Female,White
373,1972,69,Female,White
374,1972,30,Female,White
375,1972,69,Male,White
376,1972,45,Male,White
377,1972,24,Male,White
378,1972,66,Male,White
379,1972,29,Female,White
380,1972,57,Female,White
381,1972,58,Male,White
382,1972,77,Male,White
383,1972,30,Female,White
384,1972,56,Female,White
385,1972,49,Female,White
386,1972,52,Female,White
387,1972,40,Male,White
388,1972,48,Male,White
389,1972,47,Female,White
390,1972,31,Male,White
391,1972,21,Male,Black
392,1972,84,Female,Black
393,1972,61,Female,Black
394,1972,46,Female,Black
395,1972,39,Female,Black
396,1972,64,Female,Black
397,1972,77,Male,Black
398,1972,25,Male,Black
399,1972,53,Male,Black
400,1972,52,Male,Black
401,1972,71,Male,White
402,1972,52,Male,White
403,1972,57,Male,White
404,1972,69,Female,White
405,1972,74,Female,White
406,1972,58,Female,White
407,1972,23,Female,White
408,1972,61,Female,White
409,1972,60,Female,White
410,1972,36,Female,White
411,1972,58,Male,White
412,1972,28,Male,White
413,1972,29,Male,White
414,1972,25,Male,White
415,1972,57,Male,White
416,1972,26,Female,White
417,1972,55,Male,White
418,1972,29,Female,White
419,1972,68,Female,White
420,1972,18,Female,White
421,1972,49,Male,White
422,1972,64,Male,White
423,1972,38,Male,White
424,1972,30,Male,White
425,1972,56,Female,White
426,1972,20,Female,White
427,1972,19,Male,White
428,1972,50,Female,White
429,1972,38,Male,White
430,1972,64,Female,White
431,1972,74,Female,White
432,1972,75,Female,White
433,1972,22,Male,White
434,1972,75,Male,White
435,1972,23,Female,White
436,1972,79,Female,White
437,1972,60,Male,White
438,1972,26,Male,White
439,1972,63,Male,White
440,1972,63,Female,White
441,1972,34,Female,White
442,1972,33,Male,White
443,1972,53,Male,White
444,1972,78,Male,White
445,1972,22,Female,White
446,1972,32,Male,White
447,1972,27,Male,Black
448,1972,35,Female,Black
449,1972,39,Female,Black
450,1972,24,Female,Black
451,1972,22,Female,Black
452,1972,28,Male,Black
453,1972,57,Male,Black
454,1972,48,Male,Black
455,1972,26,Male,Black
456,1972,50,Female,White
457,1972,32,Female,White
458,1972,56,Female,White
459,1972,26,Male,White
460,1972,30,Female,White
461,1972,83,Male,White
462,1972,26,Female,White
463,1972,20,Male,White
464,1972,41,Male,White
465,1972,56,Female,White
466,1972,83,Female,White
467,1972,27,Female,White
468,1972,21,Female,White
469,1972,19,Male,White
470,1972,41,Male,White
471,1972,35,Male,White
472,1972,57,Female,White
473,1972,42,Female,White
474,1972,54,Female,White
475,1972,24,Female,White
476,1972,62,Male,White
477,1972,39,Male,White
478,1972,24,Male,White
479,1972,66,Female,White
480,1972,55,Male,White
481,1972,25,Male,White
482,1972,61,Female,White
483,1972,62,Female,White
484,1972,29,Male,White
485,1972,27,Male,White
486,1972,44,Female,White
487,1972,44,Male,White
488,1972,34,Female,White
489,1972,23,Male,White
490,1972,58,Female,White
491,1972,24,Male,White
492,1972,34,Female,White
493,1972,42,Female,White
494,1972,32,Female,White
495,1972,52,Male,White
496,1972,22,Female,White
497,1972,35,Female,White
498,1972,45,Male,White
499,1972,30,Female,White
500,1972,35,Female,White
501,1972,36,Male,White
502,1972,57,Male,White
503,1972,28,Male,White
504,1972,42,Female,White
505,1972,23,Female,White
506,1972,53,Female,White
507,1972,22,Male,White
508,1972,60,Male,White
509,1972,56,Male,White
510,1972,24,Male,White
511,1972,26,Male,White
512,1972,55,Female,White
513,1972,20,Female,White
514,1972,30,Male,White
515,1972,26,Female,White
516,1972,36,Female,White
517,1972,42,Female,White
518,1972,28,Male,White
519,1972,54,Male,White
520,1972,49,Male,White
521,1972,30,Female,White
522,1972,40,Female,White
523,1972,55,Male,White
524,1972,74,Male,White
525,1972,48,Male,White
526,1972,63,Female,White
527,1972,72,Male,White
528,1972,30,Female,White
529,1972,78,Female,White
530,1972,44,Female,White
531,1972,48,Male,White
532,1972,29,Female,White
533,1972,21,Male,White
534,1972,20,Female,White
535,1972,52,Female,White
536,1972,40,Male,White
537,1972,42,Male,White
538,1972,54,Male,White
539,1972,43,Female,White
540,1972,25,Male,White
541,1972,28,Female,White
542,1972,43,Female,White
543,1972,45,Male,White
544,1972,48,Female,White
545,1972,36,Female,White
546,1972,28,Male,White
547,1972,27,Male,White
548,1972,52,Female,White
549,1972,20,Female,White
550,1972,28,Female,White
551,1972,38,Male,White
552,1972,48,Female,White
553,1972,47,Male,White
554,1972,59,Male,White
555,1972,26,Male,White
556,1972,63,Female,White
557,1972,80,Female,White
558,1972,68,Female,White
559,1972,49,Female,White
560,1972,21,Male,White
561,1972,27,Female,White
562,1972,41,Male,White
563,1972,31,Male,White
564,1972,76,Male,White
565,1972,26,Male,White
566,1972,73,Male,White
567,1972,49,Female,White
568,1972,72,Female,White
569,1972,53,Female,White
570,1972,39,Female,White
571,1972,31,Female,White
572,1972,52,Female,White
573,1972,61,Male,White
574,1972,85,Male,White
575,1972,54,Male,White
576,1972,69,Female,White
577,1972,65,Male,White
578,1972,41,Female,White
579,1972,58,Male,White
580,1972,57,Female,White
581,1972,55,Male,White
582,1972,47,Female,White
583,1972,60,Male,White
584,1972,53,Male,White
585,1972,57,Male,White
586,1972,28,Male,White
587,1972,48,Female,White
588,1972,51,Male,White
589,1972,33,Female,White
590,1972,47,Female,White
591,1972,36,Female,White
592,1972,19,Male,White
593,1972,26,Male,White
594,1972,25,Male,White
595,1972,24,Female,White
596,1972,22,Male,White
597,1972,25,Female,White
598,1972,21,Female,White
599,1972,29,Male,White
600,1972,26,Female,White
601,1972,21,Male,White
602,1972,53,Male,White
603,1972,44,Female,White
604,1972,46,Female,White
605,1972,46,Female,White
606,1972,60,Female,White
607,1972,50,Female,White
608,1972,37,Male,White
609,1972,76,Male,White
610,1972,41,Female,White
611,1972,24,Female,White
612,1972,33,Female,White
613,1972,49,Female,White
614,1972,22,Male,White
615,1972,67,Male,White
616,1972,74,Male,White
617,1972,37,Male,White
618,1972,45,Female,White
619,1972,59,Female,White
620,1972,65,Female,White
621,1972,67,Female,White
622,1972,66,Male,White
623,1972,28,Male,White
624,1972,37,Male,White
625,1972,72,Female,White
626,1972,22,Female,White
627,1972,60,Female,White
628,1972,60,Female,White
629,1972,35,Male,White
630,1972,60,Male,White
631,1972,79,Male,White
632,1972,45,Male,White
633,1972,65,Female,White
634,1972,45,Male,White
635,1972,65,Female,White
636,1972,22,Female,White
637,1972,60,Male,Other
638,1972,38,Male,White
639,1972,29,Female,White
640,1972,26,Male,Other
641,1972,81,Female,White
642,1972,61,Female,White
643,1972,71,Female,White
644,1972,26,Male,White
645,1972,70,Male,White
646,1972,34,Male,White
647,1972,48,Male,White
648,1972,23,Female,White
649,1972,60,Male,White
650,1972,33,Male,White
651,1972,52,Female,White
652,1972,55,Female,White
653,1972,21,Female,White
654,1972,26,Male,White
655,1972,77,Female,White
656,1972,69,Female,White
657,1972,25,Male,White
658,1972,43,Female,White
659,1972,77,Female,White
660,1972,65,Male,White
661,1972,31,Male,White
662,1972,65,Male,White
663,1972,58,Male,White
664,1972,63,Female,Black
665,1972,74,Female,Black
666,1972,20,Male,Black
667,1972,42,Female,Black
668,1972,20,Male,Black
669,1972,53,Female,Black
670,1972,40,Male,Black
671,1972,53,Male,Black
672,1972,35,Male,Black
673,1972,20,Female,Other
674,1972,69,Female,Black
675,1972,60,Male,Black
676,1972,45,Male,Black
677,1972,43,Male,Black
678,1972,72,Male,Black
679,1972,28,Female,White
680,1972,35,Female,Black
681,1972,43,Male,White
682,1972,51,Female,White
683,1972,45,Female,White
684,1972,65,Female,White
685,1972,48,Male,White
686,1972,47,Male,White
687,1972,30,Male,White
688,1972,45,Female,White
689,1972,20,Female,White
690,1972,29,Female,Black
691,1972,54,Male,Black
692,1972,22,Female,Black
693,1972,48,Male,Black
694,1972,32,Female,Black
695,1972,45,Female,Black
696,1972,46,Male,Black
697,1972,60,Male,Black
698,1972,60,Female,White
699,1972,76,Female,White
700,1972,31,Female,White
701,1972,45,Male,White
702,1972,20,Male,Black
703,1972,36,Male,Black
704,1972,56,Male,Black
705,1972,22,Female,White
706,1972,29,Female,White
707,1972,45,Male,White
708,1972,44,Female,White
709,1972,45,Male,White
710,1972,49,Female,White
711,1972,82,Female,White
712,1972,33,Male,White
713,1972,43,Female,White
714,1972,38,Female,White
715,1972,51,Female,White
716,1972,26,Female,White
717,1972,19,Male,White
718,1972,33,Male,White
719,1972,57,Male,White
720,1972,46,Male,White
721,1972,46,Male,White
722,1972,80,Female,White
723,1972,55,Female,White
724,1972,29,Male,White
725,1972,29,Female,White
726,1972,82,Female,White
727,1972,66,Male,White
728,1972,68,Male,White
729,1972,47,Male,White
730,1972,44,Male,Black
731,1972,29,Male,White
732,1972,53,Female,White
733,1972,49,Female,White
734,1972,25,Female,White
735,1972,31,Female,White
736,1972,29,Male,White
737,1972,21,Female,White
738,1972,25,Female,White
739,1972,25,Female,White
740,1972,21,Male,White
741,1972,27,Male,White
742,1972,41,Male,White
743,1972,58,Male,White
744,1972,46,Female,White
745,1972,30,Male,White
746,1972,81,Female,White
747,1972,21,Male,White
748,1972,31,Male,White
749,1972,49,Male,White
750,1972,64,Female,White
751,1972,75,Female,White
752,1972,30,Female,White
753,1972,19,Female,White
754,1972,59,Male,White
755,1972,71,Female,White
756,1972,73,Male,White
757,1972,19,Male,White
758,1972,54,Male,White
759,1972,56,Male,White
760,1972,54,Female,White
761,1972,32,Female,White
762,1972,63,Female,White
763,1972,48,Female,White
764,1972,22,Male,White
765,1972,70,Male,White
766,1972,64,Male,White
767,1972,23,Female,White
768,1972,59,Male,White
769,1972,43,Female,White
770,1972,59,Male,White
771,1972,21,Female,White
772,1972,33,Male,White
773,1972,47,Male,White
774,1972,40,Female,White
775,1972,26,Female,White
776,1972,56,Female,White
777,1972,35,Male,White
778,1972,78,Female,White
779,1972,83,Female,White
780,1972,54,Male,White
781,1972,34,Male,White
782,1972,33,Female,White
783,1972,28,Male,White
784,1972,70,Female,White
785,1972,49,Female,Black
786,1972,23,Female,Black
787,1972,47,Female,Black
788,1972,57,Female,White
789,1972,25,Male,Black
790,1972,60,Male,Black
791,1972,24,Male,Black
792,1972,33,Male,Black
793,1972,25,Male,Black
794,1972,21,Male,White
795,1972,43,Male,White
796,1972,53,Male,White
797,1972,43,Male,White
798,1972,49,Female,White
799,1972,36,Female,White
800,1972,32,Female,White
801,1972,34,Female,White
802,1972,78,Female,White
803,1972,73,Male,White
804,1972,73,Female,White
805,1972,70,Female,White
806,1972,27,Male,White
807,1972,82,Female,White
808,1972,22,Male,White
809,1972,67,Male,White
810,1972,51,Male,White
811,1972,54,Male,White
812,1972,49,Male,White
813,1972,36,Female,White
814,1972,45,Female,White
815,1972,35,Female,White
816,1972,42,Female,White
817,1972,56,Male,White
818,1972,54,Female,White
819,1972,52,Female,White
820,1972,30,Female,White
821,1972,38,Female,White
822,1972,24,Male,White
823,1972,42,Male,Black
824,1972,45,Male,White
825,1972,47,Female,White
826,1972,36,Male,White
827,1972,45,Male,White
828,1972,42,Male,White
829,1972,22,Female,White
830,1972,31,Male,White
831,1972,28,Female,White
832,1972,30,Female,White
833,1972,26,Male,White
834,1972,26,Male,White
835,1972,39,Female,White
836,1972,21,Male,White
837,1972,19,Female,White
838,1972,61,Female,White
839,1972,65,Male,White
840,1972,74,Female,White
841,1972,61,Male,White
842,1972,64,Male,White
843,1972,24,Male,White
844,1972,45,Female,White
845,1972,27,Female,White
846,1972,32,Female,White
847,1972,48,Male,White
848,1972,29,Male,White
849,1972,29,Male,White
850,1972,23,Female,White
851,1972,85,Female,Black
852,1972,32,Female,Black
853,1972,67,Female,Black
854,1972,53,Female,Black
855,1972,28,Male,Black
856,1972,27,Male,Black
857,1972,19,Male,Black
858,1972,34,Male,Black
859,1972,47,Female,White
860,1972,36,Female,White
861,1972,38,Male,White
862,1972,55,Male,White
863,1972,38,Female,White
864,1972,32,Male,White
865,1972,76,Female,White
866,1972,20,Male,White
867,1972,63,Female,White
868,1972,55,Male,White
869,1972,48,Female,White
870,1972,56,Female,White
871,1972,46,Female,White
872,1972,65,Male,White
873,1972,34,Male,White
874,1972,74,Male,White
875,1972,28,Female,White
876,1972,36,Female,White
877,1972,52,Male,White
878,1972,33,Female,White
879,1972,64,Female,White
880,1972,29,Male,White
881,1972,33,Male,White
882,1972,18,Male,White
883,1972,65,Female,Black
884,1972,23,Female,Black
885,1972,41,Female,Black
886,1972,49,Male,Black
887,1972,50,Male,Black
888,1972,24,Male,Black
889,1972,65,Male,Black
890,1972,21,Female,Black
891,1972,52,Female,Black
892,1972,71,Female,White
893,1972,79,Female,White
894,1972,74,Female,White
895,1972,74,Female,White
896,1972,29,Male,White
897,1972,31,Male,White
898,1972,35,Male,White
899,1972,53,Female,White
900,1972,41,Female,White
901,1972,26,Male,White
902,1972,51,Female,White
903,1972,56,Female,White
904,1972,19,Male,White
905,1972,25,Male,White
906,1972,69,Male,White
907,1972,72,Male,White
908,1972,56,Female,Black
909,1972,53,Female,Black
910,1972,60,Male,Black
911,1972,64,Female,Black
912,1972,51,Male,Black
913,1972,68,Female,Black
914,1972,27,Male,Black
915,1972,54,Female,White
916,1972,33,Female,White
917,1972,40,Male,White
918,1972,26,Female,White
919,1972,84,Male,White
920,1972,34,Female,White
921,1972,59,Male,White
922,1972,53,Male,White
923,1972,29,Male,White
924,1972,75,Female,White
925,1972,73,Female,Black
926,1972,63,Female,Black
927,1972,34,Male,White
928,1972,51,Female,White
929,1972,43,Male,White
930,1972,45,Male,White
931,1972,34,Male,White
932,1972,58,Male,White
933,1972,59,Female,White
934,1972,35,Male,White
935,1972,56,Male,White
936,1972,29,Female,White
937,1972,30,Female,White
938,1972,52,Female,White
939,1972,44,Female,Black
940,1972,59,Male,Black
941,1972,63,Female,Black
942,1972,35,Female,Black
943,1972,26,Female,Black
944,1972,50,Male,Black
945,1972,42,Female,Black
946,1972,24,Female,White
947,1972,64,Male,White
948,1972,30,Male,White
949,1972,34,Male,White
950,1972,64,Female,White
951,1972,27,Female,White
952,1972,23,Female,White
953,1972,21,Male,White
954,1972,30,Female,White
955,1972,19,Male,White
956,1972,51,Female,White
957,1972,78,Male,White
958,1972,64,Male,White
959,1972,73,Female,White
960,1972,88,Female,White
961,1972,38,Female,White
962,1972,67,Male,White
963,1972,77,Female,White
964,1972,61,Female,White
965,1972,62,Male,White
966,1972,72,Female,White
967,1972,60,Female,White
968,1972,23,Female,White
969,1972,41,Male,White
970,1972,40,Male,White
971,1972,25,Male,White
972,1972,77,Male,White
973,1972,25,Male,White
974,1972,21,Female,White
975,1972,52,Female,White
976,1972,22,Female,White
977,1972,23,Male,White
978,1972,31,Female,White
979,1972,36,Male,White
980,1972,32,Female,White
981,1972,50,Male,White
982,1972,77,Male,White
983,1972,88,Female,White
984,1972,32,Female,White
985,1972,22,Male,White
986,1972,55,Female,White
987,1972,67,Male,White
988,1972,75,Female,White
989,1972,45,Male,White
990,1972,57,Male,White
991,1972,56,Female,White
992,1972,30,Female,White
993,1972,26,Male,White
994,1972,19,Male,White
995,1972,64,Female,White
996,1972,62,Male,White
997,1972,68,Male,White
998,1972,63,Female,White
999,1972,48,Male,Black
1000,1972,28,Female,Black
1001,1972,75,Female,Black
1002,1972,23,Female,Black
1003,1972,72,Female,Black
1004,1972,39,Male,Black
1005,1972,30,Male,Black
1006,1972,29,Male,Black
1007,1972,33,Female,White
1008,1972,43,Male,White
1009,1972,51,Female,White
1010,1972,27,Female,White
1011,1972,49,Female,White
1012,1972,56,Male,White
1013,1972,49,Male,White
1014,1972,50,Male,White
1015,1972,39,Female,White
1016,1972,43,Male,White
1017,1972,20,Male,White
1018,1972,34,Male,White
1019,1972,75,Female,White
1020,1972,53,Female,White
1021,1972,29,Male,White
1022,1972,55,Male,White
1023,1972,29,Female,White
1024,1972,51,Male,White
1025,1972,45,Female,White
1026,1972,50,Male,White
1027,1972,50,Female,White
1028,1972,33,Male,White
1029,1972,29,Female,White
1030,1972,23,Female,White
1031,1972,67,Female,White
1032,1972,26,Male,White
1033,1972,36,Female,White
1034,1972,30,Male,White
1035,1972,48,Male,White
1036,1972,46,Male,White
1037,1972,59,Female,White
1038,1972,61,Female,White
1039,1972,NA,Female,White
1040,1972,23,Male,White
1041,1972,21,Male,White
1042,1972,32,Male,White
1043,1972,68,Male,White
1044,1972,21,Female,White
1045,1972,25,Male,White
1046,1972,49,Female,White
1047,1972,23,Female,White
1048,1972,22,Female,White
1049,1972,24,Male,White
1050,1972,78,Female,White
1051,1972,60,Male,White
1052,1972,83,Male,White
1053,1972,43,Male,White
1054,1972,58,Female,White
1055,1972,27,Male,White
1056,1972,30,Female,White
1057,1972,44,Male,White
1058,1972,28,Female,White
1059,1972,58,Male,White
1060,1972,61,Male,White
1061,1972,36,Female,White
1062,1972,63,Male,White
1063,1972,38,Male,White
1064,1972,55,Female,White
1065,1972,41,Female,White
1066,1972,74,Male,White
1067,1972,34,Male,White
1068,1972,43,Female,White
1069,1972,54,Male,White
1070,1972,25,Female,White
1071,1972,20,Female,White
1072,1972,70,Female,White
1073,1972,52,Male,White
1074,1972,68,Male,White
1075,1972,24,Male,White
1076,1972,51,Male,White
1077,1972,43,Female,White
1078,1972,50,Male,White
1079,1972,30,Male,White
1080,1972,59,Male,White
1081,1972,87,Male,White
1082,1972,26,Female,White
1083,1972,52,Female,White
1084,1972,27,Female,White
1085,1972,47,Female,White
1086,1972,37,Male,White
1087,1972,50,Male,White
1088,1972,44,Female,White
1089,1972,77,Female,White
1090,1972,74,Male,White
1091,1972,30,Female,White
1092,1972,35,Female,White
1093,1972,76,Female,White
1094,1972,35,Male,White
1095,1972,58,Female,White
1096,1972,31,Female,White
1097,1972,51,Female,White
1098,1972,53,Male,White
1099,1972,51,Male,White
1100,1972,46,Female,White
1101,1972,18,Male,White
1102,1972,69,Male,White
1103,1972,59,Female,White
1104,1972,52,Male,White
1105,1972,40,Female,White
1106,1972,66,Male,White
1107,1972,46,Female,White
1108,1972,57,Male,White
1109,1972,30,Male,White
1110,1972,19,Male,White
1111,1972,42,Female,White
1112,1972,29,Male,Black
1113,1972,29,Female,Black
1114,1972,23,Female,White
1115,1972,66,Female,Black
1116,1972,43,Female,Black
1117,1972,45,Male,Black
1118,1972,68,Male,Black
1119,1972,40,Male,Black
1120,1972,54,Female,White
1121,1972,26,Female,White
1122,1972,66,Male,White
1123,1972,55,Male,White
1124,1972,72,Female,White
1125,1972,65,Male,White
1126,1972,23,Female,White
1127,1972,57,Female,White
1128,1972,34,Male,White
1129,1972,64,Male,White
1130,1972,42,Male,White
1131,1972,25,Male,White
1132,1972,25,Female,White
1133,1972,74,Male,White
1134,1972,37,Male,White
1135,1972,43,Female,White
1136,1972,67,Female,White
1137,1972,57,Female,White
1138,1972,65,Female,White
1139,1972,33,Female,White
