caseid,year,age,sex,race
15270,1983,26,Male,White
15271,1983,29,Female,White
15272,1983,66,Female,White
15273,1983,35,Male,White
15274,1983,65,Female,White
15275,1983,33,Male,White
15276,1983,37,Female,White
15277,1983,33,Female,White
15278,1983,20,Male,White
15279,1983,50,Male,White
15280,1983,32,Male,White
15281,1983,74,Female,White
15282,1983,40,Female,White
15283,1983,27,Male,White
15284,1983,25,Female,White
15285,1983,31,Male,White
15286,1983,30,Male,White
15287,1983,24,Male,White
15288,1983,53,Male,White
15289,1983,46,Female,White
15290,1983,25,Male,White
15291,1983,24,Male,White
15292,1983,23,Male,White
15293,1983,23,Male,White
15294,1983,21,Female,White
15295,1983,22,Female,White
15296,1983,32,Male,White
15297,1983,31,Male,White
15298,1983,47,Female,White
15299,1983,51,Female,White
15300,1983,44,Male,White
15301,1983,25,Male,White
15302,1983,29,Female,White
15303,1983,41,Male,White
15304,1983,73,Female,White
15305,1983,34,Female,White
15306,1983,27,Male,White
15307,1983,52,Female,White
15308,1983,40,Male,White
15309,1983,30,Male,White
15310,1983,27,Male,White
15311,1983,71,Male,White
15312,1983,35,Female,White
15313,1983,60,Female,White
15314,1983,42,Male,White
15315,1983,67,Female,White
15316,1983,54,Male,White
15317,1983,63,Male,White
15318,1983,32,Male,White
15319,1983,60,Female,White
15320,1983,32,Male,White
15321,1983,48,Male,White
15322,1983,32,Female,White
15323,1983,57,Male,White
15324,1983,36,Female,White
15325,1983,83,Male,White
15326,1983,58,Female,White
15327,1983,66,Female,White
15328,1983,60,Male,White
15329,1983,21,Female,White
15330,1983,41,Female,White
15331,1983,72,Female,White
15332,1983,49,Male,White
15333,1983,19,Male,White
15334,1983,31,Male,White
15335,1983,60,Male,White
15336,1983,70,Female,White
15337,1983,50,Female,White
15338,1983,32,Female,White
15339,1983,33,Male,White
15340,1983,27,Female,White
15341,1983,22,Male,White
15342,1983,26,Female,White
15343,1983,33,Female,White
15344,1983,30,Female,White
15345,1983,42,Female,White
15346,1983,56,Female,White
15347,1983,56,Female,White
15348,1983,24,Female,White
15349,1983,27,Male,White
15350,1983,52,Female,White
15351,1983,69,Female,White
15352,1983,46,Male,White
15353,1983,22,Male,White
15354,1983,71,Female,White
15355,1983,26,Male,White
15356,1983,36,Male,White
15357,1983,82,Female,White
15358,1983,76,Female,White
15359,1983,19,Female,White
15360,1983,40,Male,White
15361,1983,33,Female,White
15362,1983,42,Male,White
15363,1983,53,Male,White
15364,1983,32,Male,White
15365,1983,49,Male,White
15366,1983,52,Female,White
15367,1983,37,Male,White
15368,1983,25,Male,White
15369,1983,34,Male,White
15370,1983,52,Male,White
15371,1983,54,Male,White
15372,1983,52,Male,White
15373,1983,44,Female,White
15374,1983,29,Female,White
15375,1983,31,Male,White
15376,1983,19,Male,Black
15377,1983,61,Female,White
15378,1983,37,Female,White
15379,1983,51,Female,White
15380,1983,24,Male,White
15381,1983,55,Female,White
15382,1983,83,Male,White
15383,1983,42,Female,White
15384,1983,24,Male,White
15385,1983,21,Male,White
15386,1983,48,Male,White
15387,1983,74,Male,White
15388,1983,36,Male,White
15389,1983,78,Female,White
15390,1983,60,Female,White
15391,1983,76,Male,White
15392,1983,62,Female,White
15393,1983,54,Female,White
15394,1983,67,Male,White
15395,1983,67,Female,White
15396,1983,46,Male,White
15397,1983,68,Female,White
15398,1983,57,Female,White
15399,1983,48,Female,White
15400,1983,29,Female,White
15401,1983,31,Male,White
15402,1983,28,Female,Black
15403,1983,26,Male,Black
15404,1983,72,Male,Black
15405,1983,27,Male,Black
15406,1983,39,Female,White
15407,1983,28,Female,White
15408,1983,24,Male,White
15409,1983,56,Female,White
15410,1983,25,Female,White
15411,1983,67,Female,White
15412,1983,29,Female,White
15413,1983,19,Female,White
15414,1983,30,Female,White
15415,1983,73,Male,White
15416,1983,56,Female,White
15417,1983,78,Female,White
15418,1983,37,Female,White
15419,1983,NA,Male,White
15420,1983,69,Female,White
15421,1983,68,Male,White
15422,1983,38,Female,White
15423,1983,25,Female,White
15424,1983,61,Male,White
15425,1983,44,Female,White
15426,1983,50,Male,White
15427,1983,30,Female,White
15428,1983,55,Female,White
15429,1983,27,Male,White
15430,1983,46,Female,White
15431,1983,57,Male,White
15432,1983,29,Female,White
15433,1983,45,Female,White
15434,1983,57,Female,White
15435,1983,47,Male,White
15436,1983,80,Female,White
15437,1983,81,Female,White
15438,1983,40,Female,White
15439,1983,33,Female,White
15440,1983,23,Female,White
15441,1983,31,Female,White
15442,1983,29,Female,White
15443,1983,33,Female,White
15444,1983,65,Female,White
15445,1983,29,Male,White
15446,1983,22,Female,White
15447,1983,72,Male,White
15448,1983,50,Male,White
15449,1983,42,Male,White
15450,1983,67,Male,White
15451,1983,44,Female,White
15452,1983,25,Female,White
15453,1983,71,Male,White
15454,1983,55,Male,White
15455,1983,45,Female,White
15456,1983,41,Male,White
15457,1983,31,Female,White
15458,1983,34,Female,White
15459,1983,26,Female,White
15460,1983,27,Male,White
15461,1983,45,Male,White
15462,1983,63,Male,White
15463,1983,44,Male,White
15464,1983,34,Male,White
15465,1983,26,Female,White
15466,1983,45,Female,White
15467,1983,24,Female,Black
15468,1983,66,Male,White
15469,1983,63,Male,White
15470,1983,57,Male,White
15471,1983,65,Male,White
15472,1983,72,Male,White
15473,1983,71,Female,White
15474,1983,72,Female,White
15475,1983,61,Male,White
15476,1983,30,Female,Other
15477,1983,39,Female,White
15478,1983,65,Female,White
15479,1983,43,Female,Black
15480,1983,27,Male,Other
15481,1983,75,Male,Other
15482,1983,24,Male,White
15483,1983,28,Male,White
15484,1983,51,Female,White
15485,1983,32,Female,White
15486,1983,27,Female,White
15487,1983,67,Female,White
15488,1983,60,Male,White
15489,1983,27,Male,White
15490,1983,32,Female,White
15491,1983,74,Female,White
15492,1983,53,Male,White
15493,1983,82,Female,White
15494,1983,49,Male,White
15495,1983,32,Male,White
15496,1983,36,Female,White
15497,1983,46,Male,White
15498,1983,60,Male,White
15499,1983,39,Male,White
15500,1983,18,Male,White
15501,1983,19,Male,White
15502,1983,42,Female,White
15503,1983,33,Male,White
15504,1983,72,Male,White
15505,1983,57,Female,White
15506,1983,70,Male,White
15507,1983,65,Female,White
15508,1983,27,Male,White
15509,1983,25,Male,White
15510,1983,35,Male,White
15511,1983,50,Female,White
15512,1983,81,Male,White
15513,1983,26,Female,White
15514,1983,35,Male,White
15515,1983,35,Male,White
15516,1983,29,Female,White
15517,1983,23,Female,White
15518,1983,64,Male,White
15519,1983,68,Female,White
15520,1983,78,Female,White
15521,1983,44,Male,White
15522,1983,23,Male,White
15523,1983,34,Female,White
15524,1983,36,Male,White
15525,1983,36,Female,White
15526,1983,42,Male,White
15527,1983,43,Female,White
15528,1983,35,Female,White
15529,1983,58,Male,White
15530,1983,28,Female,White
15531,1983,28,Female,White
15532,1983,44,Female,White
15533,1983,34,Female,White
15534,1983,59,Male,White
15535,1983,41,Female,White
15536,1983,47,Male,White
15537,1983,28,Male,White
15538,1983,36,Male,White
15539,1983,27,Female,White
15540,1983,30,Male,White
15541,1983,52,Female,White
15542,1983,33,Female,White
15543,1983,45,Female,White
15544,1983,71,Male,White
15545,1983,44,Male,White
15546,1983,26,Female,White
15547,1983,46,Male,White
15548,1983,24,Male,White
15549,1983,62,Female,White
15550,1983,40,Male,White
15551,1983,62,Female,White
15552,1983,33,Male,White
15553,1983,27,Female,White
15554,1983,53,Male,White
15555,1983,42,Male,White
15556,1983,47,Male,White
15557,1983,58,Male,White
15558,1983,65,Female,White
15559,1983,63,Female,White
15560,1983,18,Female,White
15561,1983,20,Male,White
15562,1983,65,Male,White
15563,1983,61,Male,White
15564,1983,53,Male,White
15565,1983,33,Male,White
15566,1983,29,Female,White
15567,1983,31,Male,White
15568,1983,18,Female,White
15569,1983,30,Male,White
15570,1983,56,Female,White
15571,1983,36,Male,White
15572,1983,54,Male,White
15573,1983,49,Female,White
15574,1983,48,Female,White
15575,1983,28,Female,White
15576,1983,69,Female,White
15577,1983,19,Male,White
15578,1983,24,Female,White
15579,1983,25,Male,White
15580,1984,NA,Female,White
15581,1984,33,Female,White
15582,1984,43,Female,Black
15583,1984,31,Female,White
15584,1984,47,Male,White
15585,1984,35,Female,White
15586,1984,65,Male,White
15587,1984,19,Male,White
15588,1984,26,Female,Other
15589,1984,42,Female,Other
15590,1984,49,Male,Black
15591,1984,43,Female,White
15592,1984,19,Female,Other
15593,1984,57,Female,Black
15594,1984,36,Female,Black
15595,1984,40,Female,Black
15596,1984,77,Female,Black
15597,1984,84,Male,White
15598,1984,37,Female,Black
15599,1984,19,Male,Other
15600,1984,20,Female,White
15601,1984,19,Female,White
15602,1984,38,Male,Other
15603,1984,72,Female,White
15604,1984,40,Male,Other
15605,1984,44,Female,Black
15606,1984,86,Female,White
15607,1984,49,Female,White
15608,1984,52,Female,White
15609,1984,35,Female,Black
15610,1984,86,Female,White
15611,1984,52,Female,White
15612,1984,34,Female,White
15613,1984,35,Male,Black
15614,1984,67,Female,White
15615,1984,60,Female,White
15616,1984,35,Male,White
15617,1984,23,Male,White
15618,1984,39,Female,White
15619,1984,33,Female,White
15620,1984,37,Female,White
15621,1984,34,Male,White
15622,1984,32,Female,White
15623,1984,39,Male,White
15624,1984,43,Female,White
15625,1984,37,Male,White
15626,1984,27,Female,White
15627,1984,21,Male,White
15628,1984,70,Female,White
15629,1984,40,Male,White
15630,1984,24,Male,White
15631,1984,60,Male,White
15632,1984,38,Male,White
15633,1984,36,Male,White
15634,1984,78,Male,White
15635,1984,64,Female,White
15636,1984,29,Female,White
15637,1984,20,Female,White
15638,1984,36,Female,White
15639,1984,23,Female,White
15640,1984,40,Male,White
15641,1984,67,Female,Other
15642,1984,27,Female,White
15643,1984,48,Male,White
15644,1984,46,Male,White
15645,1984,23,Female,White
15646,1984,67,Female,White
15647,1984,72,Female,White
15648,1984,57,Female,Black
15649,1984,67,Male,Black
15650,1984,55,Male,Black
15651,1984,23,Female,Other
15652,1984,28,Female,White
15653,1984,26,Female,White
15654,1984,47,Female,White
15655,1984,68,Male,White
15656,1984,27,Male,White
15657,1984,53,Female,White
15658,1984,31,Female,White
15659,1984,38,Female,White
15660,1984,31,Female,Black
15661,1984,27,Female,White
15662,1984,38,Female,White
15663,1984,62,Female,White
15664,1984,31,Male,White
15665,1984,28,Female,White
15666,1984,72,Female,White
15667,1984,33,Female,White
15668,1984,25,Female,Other
15669,1984,28,Female,White
15670,1984,68,Female,White
15671,1984,24,Male,White
15672,1984,33,Female,White
15673,1984,28,Male,Other
15674,1984,27,Male,Other
15675,1984,47,Female,White
15676,1984,68,Male,White
15677,1984,23,Female,White
15678,1984,37,Female,White
15679,1984,66,Male,White
15680,1984,27,Female,White
15681,1984,33,Male,Black
15682,1984,76,Male,White
15683,1984,89,Female,White
15684,1984,28,Male,White
15685,1984,71,Female,White
15686,1984,51,Male,White
15687,1984,35,Female,White
15688,1984,20,Female,White
15689,1984,36,Female,White
15690,1984,32,Female,White
15691,1984,57,Male,Other
15692,1984,70,Male,White
15693,1984,46,Male,White
15694,1984,55,Male,White
15695,1984,44,Male,White
15696,1984,59,Female,White
15697,1984,29,Female,Other
15698,1984,34,Female,Other
15699,1984,26,Female,White
15700,1984,36,Female,Black
15701,1984,68,Female,Black
15702,1984,66,Male,Black
15703,1984,44,Female,Black
15704,1984,24,Male,Black
15705,1984,64,Female,Black
15706,1984,25,Female,Black
15707,1984,51,Male,Black
15708,1984,50,Female,Black
15709,1984,46,Male,Black
15710,1984,70,Female,White
15711,1984,68,Female,White
15712,1984,44,Male,White
15713,1984,38,Male,White
15714,1984,26,Male,White
15715,1984,68,Male,White
15716,1984,48,Male,White
15717,1984,35,Male,White
15718,1984,38,Female,White
15719,1984,54,Female,White
15720,1984,22,Male,White
15721,1984,68,Female,White
15722,1984,50,Male,White
15723,1984,46,Female,Black
15724,1984,29,Female,Black
15725,1984,30,Female,Black
15726,1984,NA,Female,Black
15727,1984,NA,Female,Black
15728,1984,38,Male,White
15729,1984,37,Female,White
15730,1984,38,Male,White
15731,1984,21,Female,White
15732,1984,73,Female,White
15733,1984,27,Male,White
15734,1984,44,Female,White
15735,1984,43,Male,White
15736,1984,41,Male,White
15737,1984,58,Female,White
15738,1984,41,Female,White
15739,1984,75,Male,White
15740,1984,37,Female,White
15741,1984,28,Female,White
15742,1984,67,Female,White
15743,1984,48,Female,Black
15744,1984,41,Female,White
15745,1984,44,Female,White
15746,1984,24,Male,White
15747,1984,27,Female,White
15748,1984,26,Female,White
15749,1984,31,Male,White
15750,1984,33,Female,White
15751,1984,54,Male,Black
15752,1984,26,Female,White
15753,1984,39,Male,White
15754,1984,20,Female,Black
15755,1984,36,Female,White
15756,1984,40,Male,Black
15757,1984,32,Female,Black
15758,1984,40,Male,Black
15759,1984,30,Female,Black
15760,1984,25,Female,Black
15761,1984,23,Female,Black
15762,1984,45,Male,White
15763,1984,31,Female,White
15764,1984,40,Female,White
15765,1984,52,Male,White
15766,1984,83,Female,White
15767,1984,82,Male,White
15768,1984,70,Male,White
15769,1984,60,Female,White
15770,1984,44,Female,White
15771,1984,60,Female,White
15772,1984,37,Male,White
15773,1984,70,Male,Black
15774,1984,36,Male,White
15775,1984,49,Male,White
15776,1984,43,Female,White
15777,1984,34,Male,White
15778,1984,36,Female,White
15779,1984,33,Female,Other
15780,1984,38,Male,White
15781,1984,27,Female,Other
15782,1984,20,Male,White
15783,1984,60,Male,White
15784,1984,33,Female,White
15785,1984,31,Female,White
15786,1984,54,Female,White
15787,1984,33,Female,Other
15788,1984,37,Female,White
15789,1984,38,Male,White
15790,1984,40,Female,White
15791,1984,36,Female,White
15792,1984,37,Male,White
15793,1984,26,Female,White
15794,1984,41,Male,White
15795,1984,19,Male,White
15796,1984,24,Male,White
15797,1984,59,Male,White
15798,1984,37,Female,White
15799,1984,29,Male,White
15800,1984,49,Male,White
15801,1984,25,Male,White
15802,1984,25,Female,Black
15803,1984,28,Female,Black
15804,1984,65,Female,White
15805,1984,30,Female,White
15806,1984,27,Male,White
15807,1984,29,Female,White
15808,1984,52,Female,White
15809,1984,23,Female,White
15810,1984,48,Female,White
15811,1984,58,Female,White
15812,1984,63,Female,White
15813,1984,19,Female,White
15814,1984,27,Female,White
15815,1984,32,Female,White
15816,1984,32,Male,White
15817,1984,78,Female,White
15818,1984,41,Male,White
15819,1984,22,Male,White
15820,1984,24,Female,Black
15821,1984,47,Female,Black
15822,1984,27,Male,White
15823,1984,53,Female,White
15824,1984,49,Male,White
15825,1984,35,Female,White
15826,1984,28,Female,White
15827,1984,22,Male,White
15828,1984,51,Female,White
15829,1984,88,Female,White
15830,1984,33,Female,White
15831,1984,28,Female,Black
15832,1984,48,Female,White
15833,1984,25,Female,White
15834,1984,26,Female,White
15835,1984,36,Female,White
15836,1984,37,Male,White
15837,1984,50,Female,White
15838,1984,56,Male,White
15839,1984,48,Female,White
15840,1984,30,Male,Other
15841,1984,70,Male,White
15842,1984,72,Female,White
15843,1984,58,Female,White
15844,1984,72,Female,White
15845,1984,84,Female,White
15846,1984,55,Male,White
15847,1984,49,Male,White
15848,1984,38,Female,White
15849,1984,44,Male,White
15850,1984,47,Male,Black
15851,1984,20,Female,White
15852,1984,37,Female,White
15853,1984,18,Male,White
15854,1984,36,Female,White
15855,1984,67,Female,White
15856,1984,38,Male,White
15857,1984,36,Female,White
15858,1984,31,Female,White
15859,1984,77,Female,Black
15860,1984,77,Female,White
15861,1984,77,Female,White
15862,1984,28,Female,White
15863,1984,42,Male,White
15864,1984,33,Male,White
15865,1984,20,Male,White
15866,1984,28,Female,White
15867,1984,58,Female,Black
15868,1984,53,Male,Black
15869,1984,27,Female,Black
15870,1984,25,Female,Black
15871,1984,26,Male,Black
15872,1984,23,Female,Black
15873,1984,57,Female,Black
15874,1984,48,Female,Black
15875,1984,37,Female,White
15876,1984,27,Male,White
15877,1984,77,Male,White
15878,1984,28,Female,White
15879,1984,60,Male,White
15880,1984,46,Female,White
15881,1984,38,Female,White
15882,1984,34,Female,White
15883,1984,NA,Male,White
15884,1984,28,Male,White
15885,1984,19,Male,White
15886,1984,61,Male,White
15887,1984,64,Female,White
15888,1984,40,Female,White
15889,1984,65,Female,White
15890,1984,26,Female,White
15891,1984,71,Male,White
15892,1984,68,Male,White
15893,1984,49,Male,White
15894,1984,58,Female,White
15895,1984,41,Female,White
15896,1984,65,Male,White
15897,1984,51,Male,White
15898,1984,25,Male,Black
15899,1984,56,Female,Black
15900,1984,65,Male,Black
15901,1984,37,Female,White
15902,1984,26,Male,White
15903,1984,43,Female,White
15904,1984,23,Male,White
15905,1984,45,Female,White
15906,1984,61,Female,Black
15907,1984,57,Female,White
15908,1984,31,Male,White
15909,1984,63,Female,White
15910,1984,45,Female,Black
15911,1984,31,Female,Black
15912,1984,22,Male,White
15913,1984,30,Male,White
15914,1984,21,Female,White
15915,1984,21,Female,White
15916,1984,23,Male,White
15917,1984,25,Male,White
15918,1984,43,Female,White
15919,1984,53,Male,White
15920,1984,54,Female,White
15921,1984,26,Female,White
15922,1984,27,Male,White
15923,1984,41,Female,White
15924,1984,57,Female,White
15925,1984,43,Female,Black
15926,1984,35,Male,White
15927,1984,31,Female,Black
15928,1984,49,Male,Black
15929,1984,37,Male,Black
15930,1984,21,Male,White
15931,1984,22,Female,White
15932,1984,28,Female,White
15933,1984,30,Male,Black
15934,1984,25,Female,White
15935,1984,33,Male,White
15936,1984,36,Female,White
15937,1984,20,Female,Black
15938,1984,NA,Female,White
15939,1984,39,Female,White
15940,1984,80,Male,White
15941,1984,56,Female,White
15942,1984,51,Male,Black
15943,1984,25,Female,Black
15944,1984,30,Female,Black
15945,1984,28,Female,Black
15946,1984,19,Male,Black
15947,1984,33,Female,Black
15948,1984,21,Male,White
15949,1984,27,Male,White
15950,1984,56,Female,White
15951,1984,27,Female,White
15952,1984,74,Female,White
15953,1984,42,Female,White
15954,1984,45,Male,White
15955,1984,22,Female,White
15956,1984,40,Male,White
15957,1984,29,Female,White
15958,1984,20,Male,White
15959,1984,32,Female,White
15960,1984,57,Female,White
15961,1984,55,Male,White
15962,1984,70,Female,White
15963,1984,76,Female,White
15964,1984,42,Female,White
15965,1984,21,Male,White
15966,1984,63,Male,White
15967,1984,36,Female,White
15968,1984,53,Male,White
15969,1984,39,Female,White
15970,1984,57,Male,Other
15971,1984,46,Female,White
15972,1984,21,Female,White
15973,1984,29,Female,White
15974,1984,28,Male,White
15975,1984,36,Male,White
15976,1984,32,Female,White
15977,1984,34,Male,White
15978,1984,19,Male,White
15979,1984,22,Male,White
15980,1984,29,Female,White
15981,1984,44,Female,White
15982,1984,21,Female,Black
15983,1984,23,Female,White
15984,1984,67,Female,White
15985,1984,38,Female,White
15986,1984,60,Female,White
15987,1984,55,Male,White
15988,1984,24,Female,White
15989,1984,65,Female,White
15990,1984,21,Female,White
15991,1984,30,Female,White
15992,1984,69,Female,White
15993,1984,26,Female,White
15994,1984,28,Female,White
15995,1984,24,Female,White
15996,1984,43,Male,White
15997,1984,47,Female,White
15998,1984,61,Male,White
15999,1984,24,Male,White
16000,1984,21,Male,White
16001,1984,37,Male,White
16002,1984,56,Female,White
16003,1984,48,Male,White
16004,1984,81,Female,White
16005,1984,52,Male,White
16006,1984,48,Female,White
16007,1984,76,Male,White
16008,1984,56,Male,White
16009,1984,48,Female,White
16010,1984,49,Female,White
16011,1984,37,Female,White
16012,1984,33,Male,White
16013,1984,35,Male,White
16014,1984,22,Male,White
16015,1984,62,Female,White
16016,1984,70,Female,White
16017,1984,39,Female,Black
16018,1984,35,Female,Other
16019,1984,41,Female,White
16020,1984,63,Female,White
16021,1984,22,Female,White
16022,1984,69,Female,White
16023,1984,67,Female,White
16024,1984,71,Male,White
16025,1984,29,Male,White
16026,1984,30,Female,White
16027,1984,39,Male,White
16028,1984,24,Female,White
16029,1984,47,Female,White
16030,1984,56,Male,White
16031,1984,37,Male,White
16032,1984,23,Male,White
16033,1984,28,Female,White
16034,1984,77,Female,White
16035,1984,24,Male,White
16036,1984,76,Female,White
16037,1984,24,Female,White
16038,1984,30,Female,Black
16039,1984,23,Male,Black
16040,1984,46,Female,White
16041,1984,52,Female,Black
16042,1984,65,Female,White
16043,1984,54,Male,White
16044,1984,28,Female,White
16045,1984,37,Female,White
16046,1984,48,Female,White
16047,1984,74,Male,White
16048,1984,28,Female,White
16049,1984,24,Female,White
16050,1984,44,Male,White
16051,1984,26,Female,White
16052,1984,58,Female,White
16053,1984,38,Female,White
16054,1984,50,Male,White
16055,1984,43,Female,White
16056,1984,19,Male,White
16057,1984,67,Male,White
16058,1984,30,Female,White
16059,1984,46,Female,White
16060,1984,19,Male,White
16061,1984,21,Female,White
16062,1984,37,Female,White
16063,1984,46,Male,White
16064,1984,40,Female,White
16065,1984,61,Male,White
16066,1984,25,Male,White
16067,1984,23,Female,White
16068,1984,50,Male,White
16069,1984,61,Male,White
16070,1984,48,Female,White
16071,1984,45,Male,White
16072,1984,28,Male,White
16073,1984,69,Female,White
16074,1984,36,Female,White
16075,1984,45,Female,White
16076,1984,39,Female,White
16077,1984,23,Female,White
16078,1984,24,Female,White
16079,1984,44,Female,White
16080,1984,35,Female,White
16081,1984,53,Male,White
16082,1984,38,Male,White
16083,1984,49,Female,White
16084,1984,62,Male,White
16085,1984,58,Male,Black
16086,1984,28,Female,Black
16087,1984,77,Female,White
16088,1984,39,Female,Black
16089,1984,47,Female,Black
16090,1984,32,Female,White
16091,1984,32,Male,White
16092,1984,60,Female,White
16093,1984,25,Male,White
16094,1984,35,Female,White
16095,1984,74,Female,White
16096,1984,31,Male,White
16097,1984,34,Male,White
16098,1984,78,Male,White
16099,1984,52,Female,White
16100,1984,32,Male,White
16101,1984,48,Male,White
16102,1984,22,Male,White
16103,1984,33,Male,White
16104,1984,76,Female,White
16105,1984,80,Female,White
16106,1984,88,Female,White
16107,1984,19,Male,White
16108,1984,37,Male,White
16109,1984,35,Male,Black
16110,1984,64,Female,White
16111,1984,72,Female,White
16112,1984,47,Female,White
16113,1984,49,Female,White
16114,1984,78,Female,White
16115,1984,61,Female,White
16116,1984,76,Female,White
16117,1984,67,Female,White
16118,1984,83,Female,White
16119,1984,21,Female,White
16120,1984,68,Female,White
16121,1984,25,Male,White
16122,1984,65,Male,White
16123,1984,47,Female,White
16124,1984,27,Male,White
16125,1984,37,Male,White
16126,1984,64,Male,White
16127,1984,38,Male,White
16128,1984,44,Male,White
16129,1984,23,Male,White
16130,1984,35,Female,White
16131,1984,52,Male,White
16132,1984,38,Male,Black
16133,1984,21,Female,White
16134,1984,29,Female,White
16135,1984,19,Male,White
16136,1984,32,Male,White
16137,1984,66,Female,White
16138,1984,24,Female,White
16139,1984,20,Male,White
16140,1984,75,Female,White
16141,1984,25,Female,White
16142,1984,58,Female,White
16143,1984,35,Female,White
16144,1984,32,Female,White
16145,1984,40,Female,White
16146,1984,24,Female,White
16147,1984,60,Female,White
16148,1984,24,Female,White
16149,1984,24,Female,White
16150,1984,23,Male,White
16151,1984,56,Female,White
16152,1984,29,Male,White
16153,1984,20,Male,White
16154,1984,89,Female,Black
16155,1984,23,Female,Black
16156,1984,70,Female,Black
16157,1984,24,Female,White
16158,1984,42,Male,Black
16159,1984,62,Male,White
16160,1984,24,Male,White
16161,1984,26,Female,White
16162,1984,29,Female,White
16163,1984,23,Female,White
16164,1984,43,Male,White
16165,1984,23,Female,White
16166,1984,23,Male,White
16167,1984,25,Female,White
16168,1984,26,Female,White
16169,1984,26,Male,White
16170,1984,35,Female,White
16171,1984,82,Female,White
16172,1984,21,Female,White
16173,1984,37,Male,White
16174,1984,32,Male,White
16175,1984,75,Male,White
16176,1984,72,Male,White
16177,1984,24,Female,White
16178,1984,58,Female,White
16179,1984,49,Female,White
16180,1984,78,Female,White
16181,1984,34,Female,White
16182,1984,73,Male,White
16183,1984,68,Female,White
16184,1984,35,Female,White
16185,1984,30,Male,White
16186,1984,33,Female,White
16187,1984,39,Male,White
16188,1984,33,Female,White
16189,1984,72,Female,White
16190,1984,29,Female,White
16191,1984,62,Male,White
16192,1984,44,Male,White
16193,1984,33,Male,White
16194,1984,35,Female,White
16195,1984,64,Male,White
16196,1984,62,Female,White
16197,1984,39,Female,White
16198,1984,32,Female,White
16199,1984,34,Male,White
16200,1984,55,Male,White
16201,1984,66,Male,White
16202,1984,55,Female,White
16203,1984,27,Female,White
16204,1984,21,Female,White
16205,1984,42,Male,White
16206,1984,36,Male,White
16207,1984,42,Male,White
16208,1984,39,Male,White
16209,1984,63,Male,White
16210,1984,36,Male,White
16211,1984,59,Male,White
16212,1984,60,Female,White
16213,1984,64,Male,White
16214,1984,29,Female,White
16215,1984,63,Female,White
16216,1984,57,Female,White
16217,1984,59,Female,White
16218,1984,40,Female,White
16219,1984,43,Female,White
16220,1984,26,Male,White
16221,1984,66,Female,White
16222,1984,29,Male,White
16223,1984,24,Female,White
16224,1984,36,Female,White
16225,1984,30,Female,White
16226,1984,89,Female,White
16227,1984,45,Male,White
16228,1984,83,Male,White
16229,1984,29,Male,White
16230,1984,21,Female,White
16231,1984,36,Male,White
16232,1984,30,Male,White
16233,1984,37,Male,White
16234,1984,24,Female,White
16235,1984,40,Female,White
16236,1984,20,Male,White
16237,1984,89,Female,White
16238,1984,45,Female,White
16239,1984,48,Female,White
16240,1984,45,Male,White
16241,1984,55,Female,White
16242,1984,30,Female,White
16243,1984,27,Female,White
16244,1984,29,Female,White
16245,1984,52,Female,White
16246,1984,31,Male,White
16247,1984,23,Female,White
16248,1984,29,Male,White
16249,1984,24,Female,White
16250,1984,57,Female,White
16251,1984,61,Female,White
16252,1984,76,Female,Black
16253,1984,21,Female,Black
16254,1984,51,Female,White
16255,1984,70,Female,White
16256,1984,45,Male,White
16257,1984,57,Male,White
16258,1984,34,Male,White
16259,1984,59,Female,White
16260,1984,40,Male,White
16261,1984,76,Female,White
16262,1984,35,Female,White
16263,1984,52,Female,White
16264,1984,34,Male,White
16265,1984,28,Female,White
16266,1984,35,Male,White
16267,1984,33,Female,White
16268,1984,44,Male,White
16269,1984,20,Female,White
16270,1984,30,Male,Black
16271,1984,31,Female,White
16272,1984,31,Female,Black
16273,1984,40,Female,Black
16274,1984,32,Female,Black
16275,1984,23,Female,Black
16276,1984,24,Male,Black
16277,1984,80,Female,Black
16278,1984,27,Male,Black
16279,1984,34,Female,Black
16280,1984,19,Female,Black
16281,1984,82,Female,Black
16282,1984,74,Male,Black
16283,1984,76,Female,White
16284,1984,62,Male,White
16285,1984,44,Female,White
16286,1984,26,Female,White
16287,1984,46,Female,White
16288,1984,20,Male,White
16289,1984,69,Female,White
16290,1984,21,Male,White
16291,1984,49,Female,Black
16292,1984,56,Female,Black
16293,1984,65,Female,Black
16294,1984,49,Female,Black
16295,1984,59,Female,White
16296,1984,63,Female,White
16297,1984,76,Female,White
16298,1984,69,Female,White
16299,1984,79,Female,White
16300,1984,42,Female,White
16301,1984,29,Female,Black
16302,1984,54,Male,Black
16303,1984,20,Female,Other
16304,1984,53,Female,White
16305,1984,62,Female,White
16306,1984,38,Female,White
16307,1984,55,Male,White
16308,1984,60,Female,White
16309,1984,30,Male,White
16310,1984,64,Female,White
16311,1984,31,Male,White
16312,1984,25,Female,White
16313,1984,30,Female,White
16314,1984,61,Male,White
16315,1984,56,Male,White
16316,1984,82,Male,White
16317,1984,36,Female,White
16318,1984,39,Male,White
16319,1984,81,Female,White
16320,1984,79,Male,White
16321,1984,33,Female,White
16322,1984,27,Male,White
16323,1984,34,Female,Black
16324,1984,62,Male,White
16325,1984,55,Male,White
16326,1984,44,Male,White
16327,1984,22,Male,Black
16328,1984,89,Male,Black
16329,1984,36,Male,Black
16330,1984,23,Female,Black
16331,1984,22,Male,Black
16332,1984,30,Female,White
16333,1984,52,Female,White
